Finished creating model data!
Performing optimization, start time:  20:05:45 
Optimizing with theta = -0.9735946 
Optimizing with theta = -0.861179 
Beginning optimization
Beginning optimization

iter           f        nrm_gr                     status          rad  CG iter                  CG result
 250   5446.694758  535.351162   Continuing - TR contract     0.071582       28         Intersect TR bound
  60   5458.742561   71.070629   Continuing - TR contract     0.000073        3         Negative curvature

iter           f        nrm_gr                     status          rad  CG iter                  CG result
 260   5446.077288   64.020387     Continuing - TR expand     0.181192       19         Intersect TR bound
  70   5458.729539   75.140685                 Continuing     0.000245        5         Intersect TR bound
  80   5458.706211   62.067704   Continuing - TR contract     0.001858        7         Negative curvature
 270   5445.597891   35.156628   Continuing - TR contract     0.152881       61         Negative curvature
  90   5458.648408  171.157235   Continuing - TR contract     0.000784        4         Negative curvature
 280   5445.588866   25.095249   Continuing - TR contract     0.010749        5         Negative curvature
 100   5458.634895   34.121774   Continuing - TR contract     0.000661        6         Intersect TR bound
 290   5445.588702    1.696077     Continuing - TR expand     0.000126        7         Intersect TR bound
 110   5457.416800  915.419178   Continuing - TR contract     0.120543       10         Negative curvature
 300   5445.587977    6.294924     Continuing - TR expand     0.003826       11         Intersect TR bound
 120   5457.268200   76.718736   Continuing - TR contract     0.001413       10         Intersect TR bound
 310   5445.587548    5.917399     Continuing - TR expand     0.004843       13         Intersect TR bound
 320   5445.586872   12.907430   Continuing - TR contract     0.000028        7         Intersect TR bound
 130   5457.247643  115.541170   Continuing - TR contract     0.003576        7         Intersect TR bound
 140   5457.188315  241.823728   Continuing - TR contract     0.001508        7         Intersect TR bound
 330   5445.583545    6.874480     Continuing - TR expand     0.093085       16         Intersect TR bound
 150   5456.995597  445.333247     Continuing - TR expand     0.045820       11         Intersect TR bound
 340   5445.581801   18.765330     Continuing - TR expand     0.039270       23         Intersect TR bound
 160   5456.101377  532.697375   Continuing - TR contract     0.001611        9         Intersect TR bound
 350   5445.581783    6.063431                 Continuing     0.000077        7         Intersect TR bound
 170   5455.690122  228.235119   Continuing - TR contract     0.008155        6         Negative curvature
 360   5445.581670    7.656364   Continuing - TR contract     0.000582       11         Intersect TR bound
 180   5455.592675  104.609618     Continuing - TR expand     0.020642       12         Intersect TR bound
 370   5445.581055    9.934801   Continuing - TR contract     0.002949       17         Intersect TR bound
 190   5452.270196  799.982062   Continuing - TR contract     0.026126       11         Intersect TR bound
 380   5445.580045    4.185120     Continuing - TR expand     0.007464       22         Intersect TR bound
 200   5452.165200  137.354378                 Continuing     0.000102        1         Intersect TR bound
 390   5445.579253    1.628822     Continuing - TR expand     0.003149        6         Intersect TR bound
 210   5452.046101  137.446048     Continuing - TR expand     0.055797       11         Intersect TR bound
 220   5452.018261  249.600265                 Continuing     0.007847       10         Intersect TR bound
 400   5445.578391    1.755671   Continuing - TR contract     0.002657       24         Intersect TR bound
 230   5450.985946  673.596481   Continuing - TR contract     0.009931       11         Intersect TR bound
 410   5445.577227    4.292338     Continuing - TR expand     0.006725       21         Intersect TR bound
 240   5446.813411  523.032299   Continuing - TR contract     0.904940       35         Intersect TR bound
 420   5445.576646    3.587530     Continuing - TR expand     0.005674       18         Intersect TR bound
 250   5445.820645  312.307558   Continuing - TR contract     0.063629        2         Negative curvature
 430   5445.575791    7.876862   Continuing - TR contract     0.007181       32         Intersect TR bound

iter           f        nrm_gr                     status          rad  CG iter                  CG result
 260   5445.779469   22.622157     Continuing - TR expand     0.004474        5         Intersect TR bound
 270   5445.672635  251.488536     Continuing - TR expand     0.067947       13         Intersect TR bound
 440   5445.575179    2.616107   Continuing - TR contract     0.001010       23         Intersect TR bound
 280   5445.540018    4.041200   Continuing - TR contract     0.004778        1         Negative curvature
 290   5445.540018    4.041200   Continuing - TR contract     0.000005        1         Negative curvature
 450   5445.574640    8.446576                 Continuing     0.010225       28         Intersect TR bound
 300   5445.527764   49.281926     Continuing - TR expand     0.015305        8         Intersect TR bound
 460   5445.574147    1.634547   Continuing - TR contract     0.002157       28         Intersect TR bound
 310   5445.474623  129.337424                 Continuing     0.001076        5         Intersect TR bound
 470   5445.573559    2.688491     Continuing - TR expand     0.005459       18         Intersect TR bound
 320   5445.342330  128.791425   Continuing - TR contract     0.008172        8         Intersect TR bound
 480   5445.573127    2.134503   Continuing - TR contract     0.004606       35         Intersect TR bound
 330   5445.330247   27.082243                 Continuing     0.001149       10         Intersect TR bound
 490   5445.573025    1.262722     Continuing - TR expand     0.001943       18         Intersect TR bound
 340   5445.276839   46.430053     Continuing - TR expand     0.017453       11         Intersect TR bound
 350   5445.139953  148.582010   Continuing - TR contract     0.003682        5         Negative curvature
 500   5445.572705    1.338418     Continuing - TR expand     0.009838       29         Intersect TR bound
 360   5445.001002  148.632075     Continuing - TR expand     0.335485       16         Intersect TR bound

iter           f        nrm_gr                     status          rad  CG iter                  CG result
 510   5445.572532    1.487884     Continuing - TR expand     0.008301       29         Intersect TR bound
 370   5444.990534   63.655634     Continuing - TR expand     0.023589       11         Intersect TR bound
 380   5444.853911   94.458049   Continuing - TR contract     0.004976        8         Intersect TR bound
 520   5445.572261    1.305556     Continuing - TR expand     0.003502       13         Intersect TR bound
 390   5444.847083   64.083965     Continuing - TR expand     0.025190       11         Intersect TR bound
 530   5445.572032    4.631181   Continuing - TR contract     0.002955       34         Negative curvature
 400   5444.826267    9.199275     Continuing - TR expand     0.021254       16         Intersect TR bound
 540   5445.572012    0.710006   Continuing - TR contract     0.000104       12         Intersect TR bound
 550   5445.572006    1.502936   Continuing - TR contract     0.000007       10         Negative curvature
 410   5444.786650   39.369437     Continuing - TR expand     0.107598       24         Intersect TR bound
 420   5444.782058   60.603706   Continuing - TR contract     0.045393       27         Intersect TR bound
 560   5445.571509   12.068916     Continuing - TR expand     0.143763       49         Intersect TR bound
 430   5444.780312   11.925274                 Continuing     0.003192       17         Intersect TR bound
 440   5444.776367   16.257699                 Continuing     0.016158       23         Intersect TR bound
 450   5444.773868    6.718969   Continuing - TR contract     0.013633       29         Intersect TR bound
 460   5444.772452    4.803532     Continuing - TR expand     0.011503       18         Intersect TR bound
 470   5444.771742   14.301017                 Continuing     0.004853       24         Intersect TR bound
 570   5445.571244    0.196725   Continuing - TR contract     0.000562      430          Reached tolerance
 480   5444.769244    8.137306                 Continuing     0.012284       30         Intersect TR bound
 490   5444.769068    4.571687   Continuing - TR contract     0.000864        9         Negative curvature
 500   5444.769062    1.232402   Continuing - TR contract     0.000061        8         Intersect TR bound
 580   5445.571244    0.007570   Continuing - TR contract     0.000020      101         Intersect TR bound

iter           f        nrm_gr                     status          rad  CG iter                  CG result
 510   5444.768681    1.322998     Continuing - TR expand     0.033204       14         Intersect TR bound
 520   5444.768116    9.069470   Continuing - TR contract     0.000065        7         Intersect TR bound
 590   5445.571244    0.011041     Continuing - TR expand     0.000004       12         Intersect TR bound
 600   5445.571244    0.007541   Continuing - TR contract     0.000000       11         Intersect TR bound
 530   5444.767994    1.739519     Continuing - TR expand     0.000164        5         Intersect TR bound
 610   5445.571244    0.007541   Continuing - TR contract     0.000000        1         Intersect TR bound

Iteration has terminated
 611   5445.571244    0.007541Radius of trust region is less than stop.trust.radius

 540   5444.766647    1.989247   Continuing - TR contract     0.007479       45         Intersect TR bound
 550   5444.766643    1.415110                 Continuing     0.000015        6         Intersect TR bound
 560   5444.766579    4.191234     Continuing - TR expand     0.001331        8         Intersect TR bound
 570   5444.765936    2.812038     Continuing - TR expand     0.010108       23         Intersect TR bound
 580   5444.765479    4.644511     Continuing - TR expand     0.025587       25         Intersect TR bound
 590   5444.765067   19.913019   Continuing - TR contract     0.000900        5         Negative curvature
 600   5444.764903    4.620147   Continuing - TR contract     0.002277       24         Intersect TR bound
 610   5444.764722   10.234383     Continuing - TR expand     0.011527       18         Intersect TR bound
 620   5444.763876    1.372397     Continuing - TR expand     0.004863       19         Intersect TR bound
 630   5444.763747    0.973449                 Continuing     0.000114        5         Intersect TR bound
 640   5444.763729    0.861943     Continuing - TR expand     0.000289       11         Intersect TR bound
 650   5444.763685    7.194074   Continuing - TR contract     0.000061        4         Negative curvature
 660   5444.763672    1.054941     Continuing - TR expand     0.000154       11         Intersect TR bound
 670   5444.763101   18.058105   Continuing - TR contract     0.014037       45         Intersect TR bound
 680   5444.762345   10.301531   Continuing - TR contract     0.035531       93         Intersect TR bound
 690   5444.762208    2.410442   Continuing - TR contract     0.000416       18         Intersect TR bound
 700   5444.762207    0.878090   Continuing - TR contract     0.000029        8         Intersect TR bound
 710   5444.762192    0.582760   Continuing - TR contract     0.000445       26         Intersect TR bound
 720   5444.762175    1.716725   Continuing - TR contract     0.000563       27         Intersect TR bound
 730   5444.762020    0.329667                 Continuing     0.102561      347          Reached tolerance
 740   5444.762020    0.041497   Continuing - TR contract     0.000200      364          Reached tolerance
 750   5444.762020    0.002254   Continuing - TR contract     0.000001       17         Intersect TR bound

iter           f        nrm_gr                     status          rad  CG iter                  CG result
 760   5444.762020    0.001858   Continuing - TR contract     0.000001       23         Intersect TR bound
 770   5444.762020    0.001858   Continuing - TR contract     0.000000        2         Intersect TR bound

Iteration has terminated
 774   5444.762020    0.001858Radius of trust region is less than stop.trust.radius

Optimizing with theta = 0.448691 
Beginning optimization

iter           f        nrm_gr                     status          rad  CG iter                  CG result
  10   5459.341381   29.510972   Continuing - TR contract     0.097656        1         Intersect TR bound
  20   5459.338713   34.274211                 Continuing     0.000191        1         Intersect TR bound
  30   5459.335480   80.662776                 Continuing     0.000322        4         Intersect TR bound
  40   5459.213733  171.955901   Continuing - TR contract     0.004888       12         Intersect TR bound
  50   5459.037814  577.508413                 Continuing     0.016498       12         Intersect TR bound
  60   5458.920210  269.815458   Continuing - TR contract     0.000193        3         Intersect TR bound
  70   5458.717948  214.051565     Continuing - TR expand     0.035236       11         Intersect TR bound
  80   5456.726655 1015.745373   Continuing - TR contract     0.007433       16         Intersect TR bound
  90   5456.576857   52.890989   Continuing - TR contract     0.000087        4         Intersect TR bound
 100   5456.566570   33.802459     Continuing - TR expand     0.002646        3         Intersect TR bound
 110   5456.417001  138.992768   Continuing - TR contract     0.000558        4         Intersect TR bound
 120   5456.362174  122.571110     Continuing - TR expand     0.016951        7         Intersect TR bound
 130   5456.359136   14.569132     Continuing - TR expand     0.000596        3         Intersect TR bound
 140   5456.333877  218.468889   Continuing - TR contract     0.000126        2         Negative curvature
 150   5456.089300  405.983347   Continuing - TR contract     0.068730       10         Negative curvature
 160   5455.813317  885.673263   Continuing - TR contract     0.086987        5         Negative curvature
 170   5455.694009   54.915870     Continuing - TR expand     0.006116        6         Intersect TR bound
 180   5453.278544 1063.687214   Continuing - TR contract     0.092891        2         Negative curvature
 190   5453.119393   34.851241     Continuing - TR expand     0.001089        5         Intersect TR bound
Optimizing with theta = -0.001764554 
Beginning optimization
 200   5453.053203   90.622890   Continuing - TR contract     0.002755        8         Intersect TR bound

iter           f        nrm_gr                     status          rad  CG iter                  CG result
  10   5459.341381   29.510972   Continuing - TR contract     0.097656        1         Intersect TR bound
  20   5459.338713   34.274211                 Continuing     0.000191        1         Intersect TR bound
 210   5451.945137  843.904335   Continuing - TR contract     0.251089       32         Intersect TR bound
  30   5459.335520   82.461462                 Continuing     0.000322        4         Intersect TR bound
 220   5450.185232  134.896940   Continuing - TR contract     0.105928       33         Intersect TR bound
  40   5458.784508 1780.148249                 Continuing     0.117320       14         Intersect TR bound
  50   5458.346929  162.792671                 Continuing     0.001375        7         Intersect TR bound
  60   5458.193637  382.274770                 Continuing     0.009280       11         Intersect TR bound
 230   5448.100011  269.640809                 Continuing     0.178754       43         Intersect TR bound
  70   5458.129005  203.326918   Continuing - TR contract     0.000054        2         Negative curvature
  80   5458.103494  223.251773   Continuing - TR contract     0.004955       10         Negative curvature
 240   5447.959777   98.774097   Continuing - TR contract     0.000349        4         Intersect TR bound
  90   5457.603562  195.278646   Continuing - TR contract     0.012542       11         Intersect TR bound
 100   5457.551640  103.869949   Continuing - TR contract     0.000147        5         Negative curvature
 250   5447.884679   56.660145   Continuing - TR contract     0.005302        8         Intersect TR bound
 110   5457.538774   45.347781     Continuing - TR expand     0.004465        6         Intersect TR bound

iter           f        nrm_gr                     status          rad  CG iter                  CG result
 260   5447.755974  110.323370   Continuing - TR contract     0.026843        5         Negative curvature
 120   5457.200947  630.165069                 Continuing     0.022602       11         Intersect TR bound
 270   5447.754157    5.738974     Continuing - TR expand     0.000315        5         Intersect TR bound
 280   5447.681442   40.056649                 Continuing     0.028665       18         Intersect TR bound
 130   5456.958856  239.208796   Continuing - TR contract     0.001589       10         Intersect TR bound
 140   5456.066096   61.025188   Continuing - TR contract     0.012068       12         Intersect TR bound
 290   5447.643985   25.094997     Continuing - TR expand     0.024186       18         Intersect TR bound
 150   5455.446221  523.156500   Continuing - TR contract     0.005091       13         Intersect TR bound
 300   5447.588543   50.387822   Continuing - TR contract     0.061221       31         Intersect TR bound
 160   5455.172801  111.912311   Continuing - TR contract     0.008591       12         Intersect TR bound
 170   5455.125921   78.574373   Continuing - TR contract     0.003624        5         Negative curvature
 310   5447.548799   68.758954                 Continuing     0.103311       42         Intersect TR bound
 180   5455.054715  305.997458   Continuing - TR contract     0.004587       13         Intersect TR bound
 190   5455.022684  107.205780   Continuing - TR contract     0.000323        5         Negative curvature
 320   5447.533961   19.822614   Continuing - TR contract     0.014528       49         Intersect TR bound
 330   5447.528262    1.869238   Continuing - TR contract     0.024516       75         Intersect TR bound
 200   5454.954544  300.460266   Continuing - TR contract     0.004899       11         Negative curvature
 340   5447.527540    4.549917   Continuing - TR contract     0.010343       52         Intersect TR bound
 210   5453.824304  516.542943     Continuing - TR expand     0.148793       11         Intersect TR bound
 220   5450.360869  573.237141   Continuing - TR contract     0.020924        6         Intersect TR bound
 230   5449.069141  114.739255   Continuing - TR contract     0.105928       26         Intersect TR bound
 350   5447.527008    3.614166   Continuing - TR contract     0.001454       40         Intersect TR bound
 240   5447.960090  134.680853     Continuing - TR expand     1.072521       31         Intersect TR bound
 360   5447.526868    0.600488   Continuing - TR contract     0.000614       33         Intersect TR bound
 370   5447.526860    0.595927   Continuing - TR contract     0.000004       10         Intersect TR bound
 250   5446.766690  188.434566   Continuing - TR contract     0.012569      134          Reached tolerance
 380   5447.526859    0.316170   Continuing - TR contract     0.000001        5         Negative curvature

iter           f        nrm_gr                     status          rad  CG iter                  CG result
 260   5446.655182   20.680023                 Continuing     0.000295        7         Intersect TR bound
