Finished creating model data!
Performing optimization, start time:  01:31:43 
Optimizing with theta = 1 
Optimizing with theta = 1.5 
Optimizing with theta = 2 
Optimizing with theta = 2.5 
Optimizing with theta = 3 
Optimizing with theta = 3.5 
Beginning optimization
Beginning optimization
Beginning optimization
Beginning optimization
Beginning optimization
Beginning optimization

iter           f        nrm_gr                     status          rad  CG iter                  CG result
 260   5452.523135 4473.959980   Continuing - TR contract     0.080530       42         Intersect TR bound

iter           f        nrm_gr                     status          rad  CG iter                  CG result
 260   5455.000831  104.289841   Continuing - TR contract     0.035791       19         Intersect TR bound
 290   5452.279198  197.101595   Continuing - TR contract     0.081629       48         Intersect TR bound
 270   5454.366346   94.029773   Continuing - TR contract     0.040265       44         Intersect TR bound
 290   5451.740607   26.495225     Continuing - TR expand     0.001344        9         Intersect TR bound
 280   5448.974234   29.775218   Continuing - TR contract     0.032248       35         Intersect TR bound
 270   5454.902720   83.614039   Continuing - TR contract     0.002517       12         Intersect TR bound
 270   5452.235684  241.239862   Continuing - TR contract     0.001887       11         Intersect TR bound
 280   5454.361818   15.878530     Continuing - TR expand     0.000472        4         Intersect TR bound
 300   5452.009856  213.531585     Continuing - TR expand     0.034437        9         Intersect TR bound
 300   5451.266344  254.640996   Continuing - TR contract     0.122443       72         Intersect TR bound
 290   5448.771393  123.286020   Continuing - TR contract     0.009070       19         Intersect TR bound
 280   5454.637920   56.946054   Continuing - TR contract     0.038220       39         Intersect TR bound
 280   5451.541643  418.874957   Continuing - TR contract     0.171991       56         Intersect TR bound
 290   5453.613876  112.538221   Continuing - TR contract     0.085996       76         Intersect TR bound
 310   5450.925331   82.012191     Continuing - TR expand     0.348675       56         Intersect TR bound
 300   5448.681311   59.744011   Continuing - TR contract     0.022958       11         Negative curvature
 290   5451.304112  164.051625   Continuing - TR contract     0.012093        3         Negative curvature
 310   5450.910911   35.101867   Continuing - TR contract     0.034437       66         Intersect TR bound
 290   5453.851643   93.311304   Continuing - TR contract     0.096745       67         Intersect TR bound
 300   5451.297614   23.747166     Continuing - TR expand     0.000850        4         Intersect TR bound
 300   5452.566049   92.280887   Continuing - TR contract     0.108838       58         Intersect TR bound
 310   5448.643122 1911.187532     Continuing - TR expand     0.058113       16         Intersect TR bound
 320   5450.843415  150.662188   Continuing - TR contract     0.008172       28         Intersect TR bound
 320   5450.906729   27.528449     Continuing - TR expand     0.002421        9         Intersect TR bound
 300   5453.358657   96.274648   Continuing - TR contract     0.006802        6         Negative curvature
 310   5452.344434  134.307029   Continuing - TR contract     0.022958       25         Intersect TR bound
 310   5451.122967  160.287176   Continuing - TR contract     0.012914        8         Intersect TR bound
 330   5450.826514   31.658809   Continuing - TR contract     0.001724        9         Negative curvature
 330   5450.880467   21.861970     Continuing - TR expand     0.036774       20         Intersect TR bound
 320   5448.583268   43.712613   Continuing - TR contract     0.032688       60         Intersect TR bound
 310   5453.216207  119.609545     Continuing - TR expand     0.103311       32         Intersect TR bound
 320   5452.317662   34.095776                 Continuing     0.003228       10         Intersect TR bound
 320   5451.066984   92.539412   Continuing - TR contract     0.032688       29         Intersect TR bound
 320   5453.215136  921.088603                 Continuing     0.000202        7         Intersect TR bound
 330   5448.572325   17.525189   Continuing - TR contract     0.002298        6         Negative curvature
 340   5450.706038   14.938850   Continuing - TR contract     0.157081       51         Intersect TR bound
 340   5450.803060 1499.730564   Continuing - TR contract     0.031028       62         Intersect TR bound
 330   5452.002608   51.323231   Continuing - TR contract     0.024516       21         Intersect TR bound
 330   5450.561724   76.187811     Continuing - TR expand     0.165485       35         Intersect TR bound
 340   5448.571339    7.433568     Continuing - TR expand     0.005818       10         Intersect TR bound
 330   5453.148616   21.161616     Continuing - TR expand     0.018387       25         Intersect TR bound
 340   5451.932815   39.162763     Continuing - TR expand     0.020686       20         Intersect TR bound
 350   5450.762726   17.061702     Continuing - TR expand     0.078541       39         Intersect TR bound
 350   5450.491441   88.780893                 Continuing     0.044179       45         Intersect TR bound
 350   5448.570129   11.235937   Continuing - TR contract     0.000034        4         Negative curvature
 340   5450.064688  209.298048   Continuing - TR contract     0.069814       52         Intersect TR bound
 340   5452.628271 1437.845823   Continuing - TR contract     0.279255       63         Intersect TR bound
 360   5448.569299    4.869699   Continuing - TR contract     0.003106        6         Negative curvature
 350   5451.859377   20.650578     Continuing - TR expand     0.008727       17         Intersect TR bound
 370   5448.569243   20.923666     Continuing - TR expand     0.000218        7         Intersect TR bound
 360   5450.599797   29.616525                 Continuing     0.011045       32         Intersect TR bound
 350   5449.689043   64.130893   Continuing - TR contract     0.029453       55         Intersect TR bound
 360   5450.107559   12.335042     Continuing - TR expand     0.111828       48         Intersect TR bound
 360   5451.848242   35.841694     Continuing - TR expand     0.022090       24         Intersect TR bound
 380   5448.554032   71.893507   Continuing - TR contract     0.009952       28         Negative curvature
 350   5451.646382   80.937980   Continuing - TR contract     0.157081       89         Intersect TR bound
 370   5450.594217    4.100300     Continuing - TR expand     0.027957       44         Intersect TR bound
 390   5448.550345   18.093186   Continuing - TR contract     0.004198       27         Intersect TR bound
 370   5451.675074   49.900992                 Continuing     0.009319       19         Intersect TR bound
 360   5449.473669  864.724038   Continuing - TR contract     0.012425       30         Intersect TR bound
 370   5450.043580   12.909218     Continuing - TR expand     0.566130       82         Intersect TR bound
 380   5450.588774    9.615960     Continuing - TR expand     0.023589       66         Intersect TR bound
 400   5448.547244   47.388387   Continuing - TR contract     0.010627       34         Intersect TR bound
 360   5451.230962   44.690380     Continuing - TR expand     0.795223      113         Intersect TR bound
 370   5449.402137   61.668905                 Continuing     0.010484       20         Intersect TR bound
 380   5451.590605 1060.415191     Continuing - TR expand     0.023589       33         Intersect TR bound
 410   5448.536557   24.359599                 Continuing     0.008966       45         Intersect TR bound
 390   5450.581115    6.009220   Continuing - TR contract     0.019903       85         Intersect TR bound
 380   5450.030646  132.522511   Continuing - TR contract     0.019903       67         Intersect TR bound
 380   5449.358805   96.856135   Continuing - TR contract     0.008846       47         Intersect TR bound
 420   5448.531238   34.520628     Continuing - TR expand     0.068089       40         Intersect TR bound
 370   5451.174953   22.874107   Continuing - TR contract     0.027957       70         Intersect TR bound
 390   5451.518457   26.694603   Continuing - TR contract     0.029855       86         Intersect TR bound
 390   5449.357311   20.551270     Continuing - TR expand     0.000207        7         Intersect TR bound
 400   5450.571595  171.457090     Continuing - TR expand     0.033586       78         Intersect TR bound
 390   5450.021076   33.197682     Continuing - TR expand     0.100759       91         Intersect TR bound
 430   5448.528690   50.678344   Continuing - TR contract     0.028725       47         Intersect TR bound
 380   5451.146029  314.382949   Continuing - TR contract     0.011794       73         Intersect TR bound
 400   5450.020185  121.844553     Continuing - TR expand     0.007085       23         Intersect TR bound
 400   5449.355282   15.324081     Continuing - TR expand     0.018892       29         Intersect TR bound
 440   5448.523792    3.406572   Continuing - TR contract     0.004039       37         Intersect TR bound
 410   5450.568757  190.850502                 Continuing     0.009446       79         Intersect TR bound
 410   5450.020004    7.553366   Continuing - TR contract     0.000498       19         Negative curvature
 400   5451.426175  909.862114   Continuing - TR contract     0.012595      109         Intersect TR bound
 420   5450.019847    4.616787   Continuing - TR contract     0.000105        4         Negative curvature
 450   5448.520187    6.518033   Continuing - TR contract     0.006817       62         Intersect TR bound
 410   5449.347741    4.054612     Continuing - TR expand     0.047821       48         Intersect TR bound
 390   5451.076451   20.713962   Continuing - TR contract     0.059709      110         Intersect TR bound
 430   5450.019810    4.337789     Continuing - TR expand     0.000266        6         Intersect TR bound
 420   5450.559310   12.004825   Continuing - TR contract     0.007970      104         Intersect TR bound
 410   5451.419386   33.031740                 Continuing     0.003542       57         Intersect TR bound
 440   5450.019462   76.136282     Continuing - TR expand     0.000337        6         Intersect TR bound
 460   5448.513810  139.021360   Continuing - TR contract     0.034509       85         Intersect TR bound
 420   5449.344120    3.255818   Continuing - TR contract     0.006725       53         Intersect TR bound
 450   5450.019337    1.634623     Continuing - TR expand     0.000142        8         Intersect TR bound
 430   5450.555753   21.733240   Continuing - TR contract     0.040349       98         Intersect TR bound
 470   5448.508820   18.094003   Continuing - TR contract     0.000404       12         Intersect TR bound
 400   5451.052392  369.687748     Continuing - TR expand     0.100759      103         Intersect TR bound
 460   5450.018675    4.326262     Continuing - TR expand     0.006470       29         Intersect TR bound
 420   5451.414834    3.715836     Continuing - TR expand     0.026899       83         Intersect TR bound
 430   5449.340100    9.818820   Continuing - TR contract     0.008511       55         Intersect TR bound
 480   5448.507952    4.825339                 Continuing     0.002047       23         Intersect TR bound
 440   5450.551235   11.885543                 Continuing     0.011348       81         Intersect TR bound
 470   5450.016367    3.513380     Continuing - TR expand     0.002730       31         Intersect TR bound
 480   5450.016205    3.119210   Continuing - TR contract     0.000016        4         Negative curvature
 450   5450.549870    1.235591   Continuing - TR contract     0.002394       61         Intersect TR bound
 490   5448.501907    9.744739   Continuing - TR contract     0.062186       89         Intersect TR bound
 410   5451.033575    8.985794     Continuing - TR expand     0.170031      137         Intersect TR bound
 490   5450.016088    1.319874     Continuing - TR expand     0.001457       16         Intersect TR bound
 430   5451.410694   10.962567                 Continuing     0.007565       93         Intersect TR bound
 440   5449.333115   17.161112     Continuing - TR expand     0.043088       63         Intersect TR bound
 500   5448.501596    8.642730     Continuing - TR expand     0.004372       15         Intersect TR bound
 500   5450.012073    8.568841   Continuing - TR contract     0.003689        8         Negative curvature
 460   5450.542997   14.431606   Continuing - TR contract     0.145421      156         Intersect TR bound

iter           f        nrm_gr                     status          rad  CG iter                  CG result
 510   5450.012034    4.004276   Continuing - TR contract     0.000043        5         Negative curvature
 420   5451.029884  172.355250   Continuing - TR contract     0.001993       42         Intersect TR bound
 440   5451.408137   23.777882   Continuing - TR contract     0.019150      119         Intersect TR bound
 450   5449.321088    1.529638     Continuing - TR expand     0.054533       76         Intersect TR bound

iter           f        nrm_gr                     status          rad  CG iter                  CG result
 510   5448.498236   11.912333                 Continuing     0.022136       57         Intersect TR bound
 430   5451.029553    4.813334   Continuing - TR contract     0.000140        6         Negative curvature
 520   5450.011607   24.474189                 Continuing     0.001313       17         Intersect TR bound
 520   5448.496687    8.443085   Continuing - TR contract     0.000130        6         Negative curvature
 440   5451.029224    7.605431                 Continuing     0.004256       37         Intersect TR bound
 460   5449.319868    4.540213   Continuing - TR contract     0.023006       88         Intersect TR bound
 470   5450.536729    3.434339   Continuing - TR contract     0.020450      111         Intersect TR bound
 530   5450.010763   13.494707                 Continuing     0.006648       39         Intersect TR bound
 530   5448.496558    3.960808     Continuing - TR expand     0.001970       13         Intersect TR bound
 450   5451.400192    1.101396     Continuing - TR expand     0.096947      143         Intersect TR bound
 460   5451.400192    1.101396   Continuing - TR contract     0.000095        4         Negative curvature
 450   5451.026609   15.170974                 Continuing     0.007181       59         Intersect TR bound
 470   5449.317427   16.971212   Continuing - TR contract     0.000270        9         Intersect TR bound
 540   5450.007377    4.578201     Continuing - TR expand     0.100970       66         Intersect TR bound
 540   5448.495641    5.250146     Continuing - TR expand     0.029917       37         Intersect TR bound
 470   5451.399830    8.754844   Continuing - TR contract     0.001438       26         Intersect TR bound
 480   5450.535276    2.800757   Continuing - TR contract     0.002876       69         Intersect TR bound
 480   5449.315772   17.097090   Continuing - TR contract     0.001365       20         Intersect TR bound
 550   5450.002556   40.736611   Continuing - TR contract     0.000592       15         Intersect TR bound
 480   5451.397710    1.950789   Continuing - TR contract     0.021838       19         Negative curvature
 490   5451.397517    6.408853     Continuing - TR expand     0.001535       13         Intersect TR bound
 560   5449.998642  215.436112     Continuing - TR expand     0.053911       58         Intersect TR bound
 460   5451.020709    7.863069     Continuing - TR expand     0.036355      101         Intersect TR bound
 550   5448.485088   45.062920   Continuing - TR contract     0.075727       93         Intersect TR bound
 490   5449.312934    4.221890   Continuing - TR contract     0.006910       77         Intersect TR bound
 490   5450.534410    5.415336     Continuing - TR expand     0.014559       66         Intersect TR bound
 500   5449.312343    6.726423     Continuing - TR expand     0.017490       42         Intersect TR bound
 500   5451.396212    4.528442                 Continuing     0.001296       20         Intersect TR bound
 570   5449.997254    3.775429   Continuing - TR contract     0.022744       76         Intersect TR bound
 560   5448.483749   12.123532                 Continuing     0.001775       16         Intersect TR bound
 500   5450.533099  114.346457     Continuing - TR expand     0.036851       74         Intersect TR bound
 570   5448.483577    2.186980   Continuing - TR contract     0.000125       12         Negative curvature
 580   5449.996456    3.051605     Continuing - TR expand     0.009595       45         Intersect TR bound

iter           f        nrm_gr                     status          rad  CG iter                  CG result
 510   5451.389537  890.891858   Continuing - TR contract     0.009838       16         Negative curvature

iter           f        nrm_gr                     status          rad  CG iter                  CG result
 510   5449.310270    8.769626                 Continuing     0.002460       31         Intersect TR bound
 520   5449.309966    2.999905   Continuing - TR contract     0.000014        4         Intersect TR bound

iter           f        nrm_gr                     status          rad  CG iter                  CG result
 510   5450.532775    3.633133                 Continuing     0.002591       45         Intersect TR bound
 580   5448.481943    4.480213   Continuing - TR contract     0.011372       14         Negative curvature
 590   5449.993456   21.259912   Continuing - TR contract     0.012144       79         Intersect TR bound
 590   5448.481930    1.095583     Continuing - TR expand     0.000133        9         Intersect TR bound
 520   5451.385057    3.824144     Continuing - TR expand     0.049805      128         Intersect TR bound
 470   5450.993225   21.045169   Continuing - TR contract     0.046012      259         Intersect TR bound
 530   5449.309379    6.520789     Continuing - TR expand     0.015759       46         Intersect TR bound
 600   5449.991789    5.728813     Continuing - TR expand     0.030739       57         Intersect TR bound
 540   5449.307154    5.907912     Continuing - TR expand     0.119668       62         Intersect TR bound
 600   5448.481419   47.618069   Continuing - TR contract     0.012144       46         Intersect TR bound
 520   5450.522632   39.270608   Continuing - TR contract     0.019676      138         Intersect TR bound
 610   5449.975546   41.452362   Continuing - TR contract     0.006484        5         Negative curvature
 480   5450.983648    2.067018   Continuing - TR contract     0.006470       84         Intersect TR bound
 530   5451.380678  109.590605   Continuing - TR contract     0.007004      129         Intersect TR bound
 620   5449.974317   38.256013     Continuing - TR expand     0.002735       10         Intersect TR bound
 610   5448.472856   45.187461   Continuing - TR contract     0.122955      129         Intersect TR bound
 630   5449.970651    0.829759   Continuing - TR contract     0.000577       25         Intersect TR bound
 550   5449.268886   10.323553   Continuing - TR contract     0.050485      183         Intersect TR bound
 490   5450.982840   47.904589     Continuing - TR expand     0.005459       57         Intersect TR bound
 530   5450.513846  160.276601     Continuing - TR expand     0.049805      131         Intersect TR bound
 560   5449.268177  127.480189     Continuing - TR expand     0.003550       12         Intersect TR bound
