Finished creating model data!
Performing optimization, start time:  21:29:43 
Optimizing with theta = 6 
Beginning optimization

iter           f        nrm_gr                     status          rad     CG iter                  CG result
 570   2027.156610    0.728502   Continuing - TR contract     0.007821          97         Intersect TR bound
 580   2027.143096   43.691233     Continuing - TR expand     1.527468         253         Intersect TR bound
 590   2027.114098   40.363253   Continuing - TR contract     0.149167          26         Negative curvature
 600   2027.099539    3.795600   Continuing - TR contract     0.291341           3         Negative curvature
 610   2027.099539    3.795600   Continuing - TR contract     0.000285           3         Negative curvature
 620   2027.099297    4.633683     Continuing - TR expand     0.005557          21         Intersect TR bound
 630   2026.658681    1.571601   Continuing - TR contract     2.170663         587          Reached tolerance
 640   2026.658681    1.571601   Continuing - TR contract     0.002120         587          Reached tolerance
 650   2026.658674    0.026919     Continuing - TR expand     0.000041          27         Intersect TR bound
 660   2026.658673    0.017107   Continuing - TR contract     0.000008           3         Negative curvature
 670   2026.658673    0.002181   Continuing - TR contract     0.000001          17         Intersect TR bound
 680   2026.658673    0.013193   Continuing - TR contract     0.000000           1         Intersect TR bound

Iteration has terminated
 680   2026.658673    0.013193Radius of trust region is less than stop.trust.radius

Optimizing with theta = 7 
Beginning optimization

iter           f        nrm_gr                     status          rad     CG iter                  CG result
  10   2043.355704   19.635749   Continuing - TR contract     0.097656           1         Intersect TR bound
  20   2043.355704   19.635749   Continuing - TR contract     0.000095           1         Intersect TR bound
  30   2043.354571   56.582538   Continuing - TR contract     0.000000           1         Intersect TR bound
  40   2043.353977   14.117023     Continuing - TR expand     0.000364           3         Intersect TR bound
  50   2043.348473   40.776707   Continuing - TR contract     0.000071           5         Intersect TR bound
  60   2043.345517   41.411647     Continuing - TR expand     0.001110           4         Intersect TR bound
  70   2043.337271   33.349349     Continuing - TR expand     0.004337           9         Intersect TR bound
  80   2043.319654   85.187466                 Continuing     0.000339           8         Intersect TR bound
  90   2043.316003   17.284709   Continuing - TR contract     0.000066           4         Intersect TR bound
 100   2043.313191   67.486176                 Continuing     0.000517           5         Intersect TR bound
 110   2043.262416   69.059654     Continuing - TR expand     0.050487          15         Intersect TR bound
 120   2043.225224  100.648547                 Continuing     0.000394           8         Intersect TR bound
 130   2043.219411   12.472400     Continuing - TR expand     0.000770           5         Intersect TR bound
 140   2043.208570   24.731633     Continuing - TR expand     0.003009           9         Intersect TR bound
 150   2043.207564   16.997967   Continuing - TR contract     0.000059           5         Intersect TR bound
 160   2043.201406   26.799289     Continuing - TR expand     0.004592           5         Intersect TR bound
 170   2043.171354   99.373031   Continuing - TR contract     0.008968          14         Intersect TR bound
 180   2043.134921  103.419458     Continuing - TR expand     0.007006          12         Intersect TR bound
 190   2043.104610   62.090311   Continuing - TR contract     0.002737          18         Intersect TR bound
 200   2043.092028  535.334478   Continuing - TR contract     0.001069           9         Intersect TR bound
 210   2042.951524  105.909125     Continuing - TR expand     0.083524          20         Intersect TR bound
 220   2041.985617  132.517223     Continuing - TR expand     0.326265          54         Intersect TR bound
 230   2041.917095  186.698241   Continuing - TR contract     0.003186          15         Intersect TR bound
 240   2041.857913  103.179597   Continuing - TR contract     0.004978          23         Intersect TR bound
 250   2041.765351   77.880488     Continuing - TR expand     0.038894          25         Intersect TR bound

iter           f        nrm_gr                     status          rad     CG iter                  CG result
 260   2041.029064  186.007512   Continuing - TR contract     0.007596           2         Negative curvature
 270   2041.027580 2395.879625                 Continuing     0.000015           2         Negative curvature
 280   2040.688621   47.123937   Continuing - TR contract     0.028978          38         Intersect TR bound
 290   2040.679237   34.013704     Continuing - TR expand     0.005660           6         Intersect TR bound
 300   2040.219316  294.463989                 Continuing     0.110543          42         Intersect TR bound
 310   2038.843696  127.519251                 Continuing     0.086362          67         Intersect TR bound
 320   2035.064665   79.737163   Continuing - TR contract     0.168675         159         Intersect TR bound
 330   2031.725373  157.315352   Continuing - TR contract     0.329444         208         Intersect TR bound
 340   2030.800283   20.297038   Continuing - TR contract     0.032172          47         Intersect TR bound
 350   2030.560432  771.697560   Continuing - TR contract     0.062836         110         Intersect TR bound
 360   2030.301172   46.687809   Continuing - TR contract     0.122727         198         Intersect TR bound
 370   2029.452412    1.798012   Continuing - TR contract     4.794037           5         Negative curvature
 380   2029.452412    1.798012   Continuing - TR contract     0.004682           5         Negative curvature
 390   2029.452403   42.570200     Continuing - TR expand     0.000046           1         Intersect TR bound
 400   2029.450681    2.667017   Continuing - TR contract     0.004465         125         Intersect TR bound
 410   2029.448771    7.669074     Continuing - TR expand     0.008720          60         Intersect TR bound
 420   2029.444250    6.742097     Continuing - TR expand     0.085159         110         Intersect TR bound
 430   2029.439630   18.454846   Continuing - TR contract     0.033265         205         Intersect TR bound
 440   2029.432229  458.376054   Continuing - TR contract     0.012994         198         Intersect TR bound
 450   2029.422967 2913.800866   Continuing - TR contract     0.025379         219         Intersect TR bound
 460   2029.416138   17.213378                 Continuing     0.019828         114         Intersect TR bound
 470   2029.311366 4194.272508     Continuing - TR expand     7.745184         264         Intersect TR bound
 480   2029.311366 4194.272508   Continuing - TR contract     0.007564          31         Intersect TR bound
 490   2029.280544   16.590222   Continuing - TR contract     0.014773         113         Intersect TR bound
 500   2029.276448  523.901247     Continuing - TR expand     0.288531         185         Intersect TR bound

iter           f        nrm_gr                     status          rad     CG iter                  CG result
 510   2028.737815    1.662614   Continuing - TR contract     0.563536         378          Reached tolerance
 520   2028.737815    1.662614   Continuing - TR contract     0.000550           4         Intersect TR bound
 530   2028.737806    0.108578   Continuing - TR contract     0.000537         182         Intersect TR bound
 540   2028.737804    0.084614     Continuing - TR expand     0.001050         234         Intersect TR bound
 550   2028.737804    0.027314   Continuing - TR contract     0.000002          24         Negative curvature
 560   2028.737803    0.006585   Continuing - TR contract     0.000000          30         Intersect TR bound

Iteration has terminated
 565   2028.737803    0.006585Radius of trust region is less than stop.trust.radius

Time taken for optimization with  2  values of theta: 120.693 seconds.
[1] "The followings should be ones"
[1] 0.3346711
[1] 1.502253
   user  system elapsed 
133.996   0.004 133.955 
